"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"","Проверка корректности поиска наушников на Яндекс.Маркет","Поиск наушников на Яндекс.Маркет","0","0","1","0","0"
